订单号,商品id,商品编码,下单时间,商品名称,数量,支付价格,成本价,采购成本价
2023083129629,6954767423579,6954767423579,2023-08-31 16:06:15,可乐500ml（无糖款）,1,2.2,2.00,
2023083150389,6930487920468,6930487920468,2023-08-31 16:05:33,麻辣王子地道辣条,1,1.2,0.73,
2023083189602,6902538007169,6902538007169,2023-08-31 16:05:28,脉动维生素饮料,1,4.9,3.81,
2023083189602,221055519,221055519,2023-08-31 16:05:28,辣食主播牙签油豆腐,1,1.8,1.09,
2023083189602,6959775580757,6959775580757,2023-08-31 16:05:28,搞大路素肉小串,1,1.2,0.69,
2023083132707,6947167300595,6947167300595,2023-08-31 16:04:50,正香源五谷杂粮饼,1,1.9,1.10,
2023083132707,6935284488883,6935284488883,2023-08-31 16:04:50,卫龙面筋24g,1,1.2,0.63,
2023083132707,6947245883781,6947245883781,2023-08-31 16:04:50,口水娃酸辣粉35g,1,1.2,0.70,
2023083159601,6972549661254,6972549661254,2023-08-31 16:03:22,三得利栀意乌龙500ml,1,5.8,3.80,
2023083159601,6959775580863,6959775580863,2023-08-31 16:03:22,搞大路老卤鸭胗,1,3.5,2.17,
2023083159601,6959775580870,6959775580870,2023-08-31 16:03:22,搞大路老卤鸭胗,2,7,4.34,
2023083196729,6924391089380,6924391089380,2023-08-31 16:02:00,徽之梦果仁系列,1,5.5,3.41,
2023083196729,6924391089342,6924391089342,2023-08-31 16:02:00,徽之梦果仁系列,1,5.5,3.45,
2023083196729,6907992513607,6907992513607,2023-08-31 16:02:00,伊利脱脂纯牛奶盒装250ml,1,3.5,3.07,
2023083170039,6937003700160,6937003700160,2023-08-31 16:01:48,元气森林苏打气泡水480ml,2,7.98,6.30,
2023083195962,6921168596348,6921168596348,2023-08-31 16:01:32,农夫山泉东方树叶,1,3.9,3.39,
2023083116712,6901236374375,6901236374375,2023-08-31 15:59:59,维达4层手帕纸,1,0.8,0.56,
2023083100543,6971416630935,6971416630935,2023-08-31 15:58:25,怡味园猫耳朵140g,1,4.27,2.50,
2023083100543,6925303779009,6925303779009,2023-08-31 15:58:25,统一小浣熊干脆面,1,0.85,0.73,
2023083100543,6925303744380,6925303744380,2023-08-31 15:58:25,统一小当家干脆面系列,2,0.84,0.76,
2023083100543,8993175540629,8993175540629,2023-08-31 15:58:25,纳宝帝威化,1,2.66,1.67,
2023083100543,8809420331693,8809420331693,2023-08-31 15:58:25,可拉奥系列,1,3.32,2.06,
2023083100543,221055415,221055415,2023-08-31 15:58:25,涂层甜甜圈,1,4.27,2.30,
2023083117020,6922577726258,6922577726258,2023-08-31 15:57:40,君乐宝简醇袋150g,2,5,4.00,
2023083166195,221055413,221055413,2023-08-31 15:57:09,涂层甜甜圈,1,4.5,2.30,
2023083166195,6911308113320,6911308113320,2023-08-31 15:57:09,德氏爆筒,1,2.5,2.00,
2023083166195,221023273,221023273,2023-08-31 15:57:09,洽洽瓜子小包装系列,2,4.4,2.64,
2023083166195,6935284499995,6935284499995,2023-08-31 15:57:09,卫龙大面筋 102g,1,4.2,2.40,
2023083146735,6901668054746,6901668054746,2023-08-31 15:56:04,趣多多曲奇,1,7.3,5.20,
2023083146735,6924187851160,6924187851160,2023-08-31 15:56:04,洽洽瓜子系列108g,1,7.39,5.31,
2023083146735,6901845040968,6901845040968,2023-08-31 15:56:04,百醇巧克力48g,1,7.8,6.00,
2023083129761,6921168559244,6921168559244,2023-08-31 15:55:09,水溶C445ml,1,4.9,3.54,
2023083129761,6971029000347,6971029000347,2023-08-31 15:55:09,蔬上皇坚果苏打饼干,1,2.5,1.23,
2023083129761,221055492,221055492,2023-08-31 15:55:09,布鲁托芋泥能量卷,1,3.5,2.00,
2023083191535,6921168509256,6921168509256,2023-08-31 15:54:49,农夫山泉矿泉水550ml,1,1.2,0.90,
2023083103459,6954767432076,6954767432076,2023-08-31 15:53:51,雪碧500ml,1,2.2,2.00,
2023083103459,6924524200941,6924524200941,2023-08-31 15:53:51,老刘头牛肉板面 108g,1,6.2,4.00,
2023083187346,6924391088864,6924391088864,2023-08-31 15:53:22,徽之梦果仁系列,1,3.5,2.18,
2023083187346,6959775580870,6959775580870,2023-08-31 15:53:22,搞大路老卤鸭胗,1,3.5,2.17,
2023083187346,6959775580757,6959775580757,2023-08-31 15:53:22,搞大路素肉小串,1,1.2,0.69,
2023083187346,6922255447833,6922255447833,2023-08-31 15:53:22,百岁山矿泉水348ml,1,1.7,1.20,
2023083122582,6950822600510,6950822600510,2023-08-31 15:49:20,龙山泉啤酒干啤480ml,1,4.5,3.59,
2023083122582,6950822602064,6950822602064,2023-08-31 15:49:20,龙山泉原浆白啤480ml,1,6.8,4.58,
2023083183417,6971258741882,6971258741882,2023-08-31 15:48:59,卫龙78°卤蛋,2,6.4,3.90,
2023083183417,6973497201752,6973497201752,2023-08-31 15:48:59,果子熟了多多茶系列,1,5.4,3.80,
2023083132276,6931487500001,6931487500001,2023-08-31 15:47:28,朝日啤酒630ml,2,19.8,13.34,
2023083132276,6921014084876,6921014084876,2023-08-31 15:47:28,麒麟啤酒,1,9.9,6.67,
2023083177090,6975176783474,6975176783474,2023-08-31 15:46:09,元气森林冰茶450ml,1,4,3.00,
2023083185523,6940997780131,6940997780131,2023-08-31 15:43:48,卡宾熊卡宾酥,1,2.8,1.77,
2023083185523,6940997780155,6940997780155,2023-08-31 15:43:48,卡宾熊卡宾酥,1,2.8,1.77,
2023083185523,6975184370727,6975184370727,2023-08-31 15:43:48,集千味火锅蟹味排22g,1,1.2,0.70,
2023083185523,6975184370741,6975184370741,2023-08-31 15:43:48,集千味火锅蟹味排22g,1,1.2,0.70,
2023083185523,6902890234470,6902890234470,2023-08-31 15:43:48,双汇玉米热狗肠 120g,1,4.6,3.10,
2023083185523,6930720116139,6930720116139,2023-08-31 15:43:48,金大州火锅素毛肚,1,1,0.57,
2023083185523,6975184370765,6975184370765,2023-08-31 15:43:48,集千味鱼板烧22g,1,1.2,0.70,
2023083157492,6902538004045,6902538004045,2023-08-31 15:42:38,脉动维生素饮料,1,4.9,3.81,
2023083157492,6970399920415,6970399920415,2023-08-31 15:42:38,元气森林苏打气泡水480ml,2,7.98,6.30,
2023083185279,6970717330100,6970717330100,2023-08-31 15:42:35,桃李超毛面包,1,4,3.20,
2023083185279,221055434,221055434,2023-08-31 15:42:35,瑞士卷,1,7.9,3.41,
2023083185279,6934039700072,6934039700072,2023-08-31 15:42:35,蒙纯益生菌酸牛奶180g,1,3,2.50,
2023083185279,6901668935724,6901668935724,2023-08-31 15:42:35,奥利奥夹心饼干97g,1,8.3,5.50,
2023083185279,6907992515212,6907992515212,2023-08-31 15:42:35,伊利臻浓牛奶250ml,1,4,3.13,
2023083124608,221055444,221055444,2023-08-31 15:40:39,三明治,1,9.9,5.00,
2023083124608,6901285991271,6901285991271,2023-08-31 15:40:39,怡宝1.555L,1,2.5,2.17,
2023083167655,220002073,220002073,2023-08-31 15:40:20,茶叶蛋,2,4,1.60,
2023083185129,221055459,221055459,2023-08-31 15:39:06,大口饭团系列160g,1,7.5,4.06,
2023083132090,6922577742432,6922577742432,2023-08-31 15:38:06,君乐宝椰子牛奶,1,4,3.00,
2023083186607,221055381,221055381,2023-08-31 15:34:29,丸美龙凤纯肉肠80g,1,4,2.20,
2023083126538,6922255451427,6922255451427,2023-08-31 15:33:39,百岁山矿泉水570ml,2,3.98,3.30,
2023083126538,6921168558032,6921168558032,2023-08-31 15:33:39,农夫山泉东方树叶,2,7.8,6.78,
2023083126538,6920698484019,6920698484019,2023-08-31 15:33:39,康师傅红烧牛肉面干拌面,1,6.3,4.88,
2023083126538,6970745458999,6970745458999,2023-08-31 15:33:39,橙子快跑溏心蛋,1,3.9,2.40,
2023083126538,6902890234470,6902890234470,2023-08-31 15:33:39,双汇玉米热狗肠 120g,1,4.6,3.10,
2023083119411,6972549660929,6972549660929,2023-08-31 15:32:13,三得利橘皮乌龙500ml,1,5.8,3.80,
2023083161814,6917878030623,6917878030623,2023-08-31 15:31:55,雀巢咖啡丝滑即饮装系列268ml,1,5.8,4.14,
2023083160854,6917878030623,6917878030623,2023-08-31 15:31:42,雀巢咖啡丝滑即饮装系列268ml,2,11.6,8.28,
2023083177380,6910442944289,6910442944289,2023-08-31 15:29:17,夏进甜牛奶500ml,1,8.5,5.50,
2023083177380,221024273,221024273,2023-08-31 15:29:17,洽洽瓜子小包装系列,1,2.2,1.32,
2023083177380,6939873022823,6939873022823,2023-08-31 15:29:17,渌果岛椰子片15g,2,4,1.20,
2023083177380,6948004703760,6948004703760,2023-08-31 15:29:17,鲜引力果干,2,7.8,4.92,
2023083177380,6956590304988,6956590304988,2023-08-31 15:29:17,海天山庄雪梅,1,1.2,0.61,
2023083177380,6956590304773,6956590304773,2023-08-31 15:29:17,海天山庄酸甜话梅35g,1,1.2,0.61,
2023083177380,6907992400754,6907992400754,2023-08-31 15:29:17,伊利牛奶片,2,3.8,2.34,
2023083176530,6972333771152,6972333771152,2023-08-31 15:26:11,桃李巧乐角面包,1,4.5,3.60,
2023083176530,6907992513935,6907992513935,2023-08-31 15:26:11,伊利臻浓牛奶袋装230ml,1,3,2.25,
2023083149936,6948939608208,6948939608208,2023-08-31 15:24:18,*百草味蔓越莓干100g,1,8.9,7.70,
2023083149936,220004273,220004273,2023-08-31 15:24:18,拿铁咖啡M（参与店内首单AC减免活动）,1,8.8,4.00,
2023083140503,6973497201752,6973497201752,2023-08-31 15:17:44,果子熟了多多茶系列,1,5.4,3.80,
2023083197446,6956405212712,6956405212712,2023-08-31 15:17:36,石磨小镇烤面筋,1,6.5,3.90,
2023083128854,6921895988591,6921895988591,2023-08-31 15:17:01,中街豆地主,1,1.5,1.05,
2023083111947,6932066906948,6932066906948,2023-08-31 15:13:34,特怡诗整粒草莓呦,1,7.12,4.80,
2023083111947,6924187820067,6924187820067,2023-08-31 15:13:34,洽洽香瓜子160g,1,6.55,5.16,
2023083111947,6907992631240,6907992631240,2023-08-31 15:13:34,伊利牛奶片,1,1.8,1.17,
2023083111947,6971189901300,6971189901300,2023-08-31 15:13:34,昆玥良品9粒灰枣夹核桃,1,5.6,3.27,
2023083111947,8809022202858,8809022202858,2023-08-31 15:13:34,芭蜂坚果系列,1,8.07,5.10,
2023083111947,8809617940509,8809617940509,2023-08-31 15:13:34,芭蜂坚果系列,1,8.07,5.10,
2023083111947,8809022201035,8809022201035,2023-08-31 15:13:34,芭蜂坚果系列,1,8.07,5.10,
2023083158728,6921168558018,6921168558018,2023-08-31 15:12:55,农夫山泉东方树叶,1,3.9,3.39,
2023083158728,6923450677858,6923450677858,2023-08-31 15:12:55,绿箭无糖薄荷糖23.8g,1,9.5,6.53,
2023083176965,220005070,220005070,2023-08-31 15:07:21,印迹原味烤肠 78g,1,2,1.20,
2023083176965,221055381,221055381,2023-08-31 15:07:21,丸美龙凤纯肉肠80g,1,4,2.20,
2023083181582,6922255447833,6922255447833,2023-08-31 15:01:23,百岁山矿泉水348ml,2,3.4,2.40,
2023083181582,6970717330049,6970717330049,2023-08-31 15:01:23,桃李小吉士排面包,1,3.5,2.80,
2023083181582,6975382530350,6975382530350,2023-08-31 15:01:23,海河牛角包牛奶系列,1,4.2,3.00,
2023083181582,6975382530176,6975382530176,2023-08-31 15:01:23,海河牛角包牛奶系列,1,4.2,3.00,
2023083181582,6906839615771,6906839615771,2023-08-31 15:01:23,旺旺维多粒果冻爽,1,2.59,1.66,
2023083139345,221055434,221055434,2023-08-31 15:00:54,瑞士卷,1,7.9,3.41,
2023083131438,6933541736852,6933541736852,2023-08-31 15:00:22,宏旺老式大辣片,1,0.8,0.50,
2023083131438,6974012730436,6974012730436,2023-08-31 15:00:22,亿莱旺香蕉脆片,1,2.2,1.24,
2023083131438,220005070,220005070,2023-08-31 15:00:22,印迹原味烤肠 78g,2,4,2.40,
2023083178168,220005070,220005070,2023-08-31 14:59:17,印迹原味烤肠 78g,1,2,1.20,
2023083178168,6942888204801,6942888204801,2023-08-31 14:59:17,霞美日式小圆饼海盐味,1,1.2,0.65,
2023083178168,6922895496208,6922895496208,2023-08-31 14:59:17,众望小麻花,1,0.7,0.40,
2023083178168,6923841900930,6923841900930,2023-08-31 14:59:17,佳龙五谷杂粮,1,1.2,0.70,
2023083174698,6957590306927,6957590306927,2023-08-31 14:57:26,*茶仙慢慢姜茶,1,1.3,0.78,
2023083174698,6957590306934,6957590306934,2023-08-31 14:57:26,*茶仙慢慢姜茶,1,1.3,0.75,
2023083155753,6921168558049,6921168558049,2023-08-31 14:54:46,农夫山泉东方树叶,2,7.8,6.78,
2023083155753,6954767400556,6954767400556,2023-08-31 14:54:46,酷儿450ml,1,3.8,2.54,
2023083155753,6954432710195,6954432710195,2023-08-31 14:54:46,炫迈口香糖,1,9.9,8.60,
2023083155753,6923841900770,6923841900770,2023-08-31 14:54:46,佳龙糯素牛筋（筋筋有味）,3,3.6,2.10,
2023083101955,6924743927933,6924743927933,2023-08-31 14:54:05,乐事无限薯片90g（罐装）,1,8.5,7.07,
2023083101762,6920338000050,6920338000050,2023-08-31 14:53:48,闻塞曲去骨鸭掌,1,2.2,1.39,
2023083182778,220005070,220005070,2023-08-31 14:53:31,印迹原味烤肠 78g,1,2,1.20,
2023083125678,221055473,221055473,2023-08-31 14:53:03,牛海哥鲍汁扇贝,1,1.5,0.90,
2023083125678,221055474,221055474,2023-08-31 14:53:03,牛海哥鲍汁扇贝,1,1.5,0.90,
2023083125678,6975184370802,6975184370802,2023-08-31 14:53:03,集千味嫩煎鸡排鸡胸肉14g,1,1.2,0.70,
2023083125678,6975184370840,6975184370840,2023-08-31 14:53:03,集千味嫩煎鸡排鸡胸肉14g,1,1.2,0.70,
2023083125678,221055359,221055359,2023-08-31 14:53:03,豆小卤鹌鹑蛋豆干,1,1.2,0.59,
2023083125678,220072273,220072273,2023-08-31 14:53:03,友臣肉松饼,1,1.8,0.96,
2023083125678,221055393,221055393,2023-08-31 14:53:03,豆小卤鹌鹑蛋豆干,1,1.2,0.59,
2023083125678,6974012730436,6974012730436,2023-08-31 14:53:03,亿莱旺香蕉脆片,2,4.4,2.48,
2023083125678,6975207520788,6975207520788,2023-08-31 14:53:03,纯真恋人雪花酥,1,2.5,1.50,
2023083185648,6922255451427,6922255451427,2023-08-31 14:49:15,百岁山矿泉水570ml,1,1.99,1.65,
2023083190646,6970717330032,6970717330032,2023-08-31 14:47:23,桃李铜锣烧,1,3,2.40,
2023083190646,220005070,220005070,2023-08-31 14:47:23,印迹原味烤肠 78g,1,2,1.20,
2023083160585,8801019009280,8801019009280,2023-08-31 14:46:50,海太长条果汁软糖24g,1,3.2,2.00,
2023083160585,8801019006340,8801019006340,2023-08-31 14:46:50,海太长条果汁软糖24g,1,3.2,2.00,
2023083127243,6959775580740,6959775580740,2023-08-31 14:46:29,搞大路素肉小串,1,1.2,0.69,
2023083127243,6973748100681,6973748100681,2023-08-31 14:46:29,拾光悠味网红辣条小包装,2,2.6,1.28,
2023083127243,6958395800535,6958395800535,2023-08-31 14:46:29,林仔豆角干36g,1,0.99,0.63,
2023083127243,8994834005213,8994834005213,2023-08-31 14:46:29,GEMEZ小鸡干脆面,2,4.4,2.66,
2023083127243,220036073,220036073,2023-08-31 14:46:29,小安冰杯 /杯,1,2,0.50,
2023083101383,6976867640014,6976867640014,2023-08-31 14:44:22,悠闲客怪味豆,8,12.88,8.08,
2023083101383,6922284515640,6922284515640,2023-08-31 14:44:22,泽李牧牛肉干,4,12.16,8.04,
2023083101383,6922284515633,6922284515633,2023-08-31 14:44:22,泽李牧牛肉干,1,3.04,2.01,
2023083101383,6920180209601,6920180209601,2023-08-31 14:44:22,屈臣氏苏打汽水,1,4.37,3.38,
2023083143512,6930639260640,6930639260640,2023-08-31 14:43:10,酷露露软糖,1,7.9,4.65,
2023083184108,6920698414214,6920698414214,2023-08-31 14:42:47,康师傅开心桶酸辣牛肉面（桶装）,1,4.5,3.78,
2023083184108,6922284515640,6922284515640,2023-08-31 14:42:47,泽李牧牛肉干,1,3.2,2.01,
2023083184108,6922284515626,6922284515626,2023-08-31 14:42:47,泽李牧牛肉干,1,3.2,2.01,
2023083184108,6972333776089,6972333776089,2023-08-31 14:42:47,桃李口袋三明治面包,1,6.5,4.80,
2023083184108,6901285991271,6901285991271,2023-08-31 14:42:47,怡宝1.555L,1,2.5,2.17,
2023083184108,6937439914988,6937439914988,2023-08-31 14:42:47,脆升升香脆薯条袋装100g,1,11.9,7.59,
2023083136429,6935270649830,6935270649830,2023-08-31 14:38:39,白象汤好喝方便面桶装,1,5.4,4.17,
2023083111249,6932988430286,6932988430286,2023-08-31 14:38:27,金锣清真鸡肉肠120g,1,2.5,1.67,
2023083111249,6920698400477,6920698400477,2023-08-31 14:38:27,康师傅香辣牛肉面（BIG桶）,1,5.4,4.64,
2023083182103,6972053210108,6972053210108,2023-08-31 14:36:13,文氏味味小滋玉米480g,1,13.5,8.53,
2023083182103,6974012730436,6974012730436,2023-08-31 14:36:13,亿莱旺香蕉脆片,2,4.4,2.48,
2023083182103,6975073832312,6975073832312,2023-08-31 14:36:13,a1打糕曲奇,1,1.5,0.79,
2023083182103,6974012730580,6974012730580,2023-08-31 14:36:13,亿莱旺多彩水晶薯仔,1,2.5,1.52,
2023083182103,6975073832329,6975073832329,2023-08-31 14:36:13,a1打糕曲奇,1,1.5,0.79,
2023083101199,220048073,220048073,2023-08-31 14:33:09,名古屋唐扬串 100g,1,6,4.40,
2023083101199,220003070,220003070,2023-08-31 14:33:09,盐味鸡肉串 60g,1,4.8,3.00,
2023083101199,221055377,221055377,2023-08-31 14:33:09,日式烧汁鸡肉串70g,1,5,3.30,
2023083101199,4897058441215,4897058441215,2023-08-31 14:33:09,新期天3D剥皮软糖75g,1,6.5,4.20,
2023083101199,6975073833050,6975073833050,2023-08-31 14:33:09,a1香蕉面包,1,2.9,1.80,
2023083174840,6921168509256,6921168509256,2023-08-31 14:31:27,农夫山泉矿泉水550ml,4,4.8,3.60,
2023083174840,6924187862692,6924187862692,2023-08-31 14:31:27,洽洽瓜子系列108g,1,7.39,5.31,
2023083174840,6924743931350,6924743931350,2023-08-31 14:31:27,乐事卤味薯片70g,1,7.5,5.51,
2023083174840,6924743919211,6924743919211,2023-08-31 14:31:27,乐事薯片70g,1,7.5,5.51,
2023083182766,6970296600762,6970296600762,2023-08-31 14:31:08,金晔山楂片138g,1,6.6,4.30,
2023083182766,6930487920475,6930487920475,2023-08-31 14:31:08,麻辣王子地道辣条,1,1.2,0.73,
2023083182766,6931993906274,6931993906274,2023-08-31 14:31:08,*图牛蛋卷,3,2.7,1.53,
2023083182766,6931993906304,6931993906304,2023-08-31 14:31:08,*图牛蛋卷,3,2.7,1.53,
2023083186454,6971329925166,6971329925166,2023-08-31 14:30:22,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023083186454,6971329926033,6971329926033,2023-08-31 14:30:22,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023083186454,6920202888883,6920202888883,2023-08-31 14:30:22,红牛维生素功能饮料,1,4.9,4.60,
2023083186454,6974497110020,6974497110020,2023-08-31 14:30:22,魔爪功能饮料330ml,1,6.5,4.54,
2023083199008,6921168593569,6921168593569,2023-08-31 14:26:06,茶π500ml,1,4.9,3.20,
2023083161382,6935270641858,6935270641858,2023-08-31 14:25:47,白象汤好喝方便面袋装,1,3,2.50,
2023083161382,6937962112714,6937962112714,2023-08-31 14:25:47,康师傅经典番茄鸡蛋牛肉面（袋装）,1,2.9,2.32,
2023083161382,6971258741882,6971258741882,2023-08-31 14:25:47,卫龙78°卤蛋,2,6.4,3.90,
2023083156770,6973497201752,6973497201752,2023-08-31 14:23:59,果子熟了多多茶系列,1,5.4,3.80,
2023083128564,6970717330124,6970717330124,2023-08-31 14:19:15,桃李鸡蛋香松面包,1,4.5,3.60,
2023083128564,6921627550041,6921627550041,2023-08-31 14:19:15,*橙子快跑原型鸡胸肉,1,4.5,2.80,
2023083128564,6927462216371,6927462216371,2023-08-31 14:19:15,金锣王爵脆香肠115g,1,4.9,3.39,
2023083128564,6947245883309,6947245883309,2023-08-31 14:19:15,口水娃卤藕片系列,1,1.2,0.70,
2023083128564,6959836922465,6959836922465,2023-08-31 14:19:15,贤哥鹌鹑蛋25g,1,2.2,1.30,
2023083143178,6970784337002,6970784337002,2023-08-31 14:12:23,墨西哥鸡肉卷160g,1,6,3.60,
2023083143178,6975184370840,6975184370840,2023-08-31 14:12:23,集千味嫩煎鸡排鸡胸肉14g,1,1.2,0.70,
2023083143178,6975184370789,6975184370789,2023-08-31 14:12:23,集千味鱼板烧22g,1,1.2,0.70,
2023083146879,6971029000347,6971029000347,2023-08-31 14:11:44,蔬上皇坚果苏打饼干,1,2.5,1.23,
2023083146879,6924391089366,6924391089366,2023-08-31 14:11:44,徽之梦果仁系列,1,4.5,2.53,
2023083146879,6942888204801,6942888204801,2023-08-31 14:11:44,霞美日式小圆饼海盐味,1,1.2,0.65,
2023083146879,6924391088864,6924391088864,2023-08-31 14:11:44,徽之梦果仁系列,1,3.5,2.18,
2023083106623,6971329921007,6971329921007,2023-08-31 14:11:02,依能果味饮料1L,1,3.79,2.25,
2023083106835,6921168596614,6921168596614,2023-08-31 14:06:08,长白雪矿泉水 535ml/瓶,1,2.5,1.71,
2023083106835,220036073,220036073,2023-08-31 14:06:08,小安冰杯 /杯,1,2,0.50,
2023083105856,6921168596348,6921168596348,2023-08-31 13:58:13,农夫山泉东方树叶,1,3.9,3.39,
2023083118689,6934660539157,6934660539157,2023-08-31 13:57:58,苏菲小翅膀护垫无香9片,1,4.6,2.64,
2023083169913,6972399923748,6972399923748,2023-08-31 13:56:29,嚼伴小黄盒酸奶180g,1,7.5,6.00,
