订单号,商品id,商品编码,下单时间,商品名称,数量,支付价格,成本价,采购成本价
2023082845431,220013073,220013073,2023-08-28 09:37:28,圆葱牛肉馅饼 /个,1,4.8,2.50,
2023082893333,6902083883089,6902083883089,2023-08-28 09:36:26,娃哈哈冰红茶,5,14,10.35,
2023082877609,6971329925180,6971329925180,2023-08-28 09:36:06,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023082849985,220005073,220005073,2023-08-28 09:35:27,现磨豆浆,1,3,1.80,
2023082849985,6975073833050,6975073833050,2023-08-28 09:35:27,a1香蕉面包,1,2.9,1.80,
2023082878081,8858735501383,8858735501383,2023-08-28 09:33:49,三麟椰子水330ml,1,8.5,4.77,
2023082897752,6923644210779,6923644210779,2023-08-28 09:33:04,蒙牛纯牛奶 240ml/袋,2,5.4,4.26,
2023082846667,6922577726258,6922577726258,2023-08-28 09:32:55,君乐宝简醇袋150g,4,10,8.00,
2023082892230,6922577700173,6922577700173,2023-08-28 09:31:21,君乐宝一斤鲜牛奶500g,1,7.5,5.50,
2023082892230,6901285991219,6901285991219,2023-08-28 09:31:21,怡宝纯净水 555ml,1,1.5,1.00,
2023082892230,220005070,220005070,2023-08-28 09:31:21,印迹原味烤肠 78g,1,2,1.20,
2023082854582,6970006620639,6970006620639,2023-08-28 09:29:55,好欢螺螺蛳粉加臭加辣款,1,15.67,10.50,
2023082854582,6925303713362,6925303713362,2023-08-28 09:29:55,统一小当家干脆面系列,1,0.42,0.38,
2023082854582,6949700286885,6949700286885,2023-08-28 09:29:55,乡巴佬卤鸡蛋(曹记),1,1.42,0.83,
2023082855819,220009070,220009070,2023-08-28 09:29:34,黏玉米,1,3.5,2.00,
2023082811987,6906839616945,6906839616945,2023-08-28 09:29:32,旺旺维多粒果冻爽,1,2.59,1.66,
2023082811987,6906839615788,6906839615788,2023-08-28 09:29:32,旺旺维多粒果冻爽,1,2.59,1.66,
2023082866462,6921168558049,6921168558049,2023-08-28 09:28:22,农夫山泉东方树叶,1,3.9,3.39,
2023082866462,221055475,221055475,2023-08-28 09:28:22,英伦之恋小米锅巴,2,2.4,1.34,
2023082850809,220036073,220036073,2023-08-28 09:27:13,小安冰杯 /杯,1,2,0.50,
2023082893333,221055381,221055381,2023-08-28 09:25:58,丸美龙凤纯肉肠80g,1,4,2.20,
2023082893333,220006070,220006070,2023-08-28 09:25:58,印迹脆骨烤肠 70g,1,2,1.20,
2023082812476,6934660528526,6934660528526,2023-08-28 09:25:53,苏菲超熟睡柔棉夜用290mm5片,1,5.5,3.33,
2023082878512,6923450605318,6923450605318,2023-08-28 09:25:13,绿箭无糖薄荷糖23.8g,1,9.5,6.53,
2023082812301,221055468,221055468,2023-08-28 09:23:21,饭团中卷系列140g,1,7.5,3.90,
2023082812301,221055425,221055425,2023-08-28 09:23:21,趣味多啵啵麻薯,1,1.6,0.96,
2023082812301,6975073832329,6975073832329,2023-08-28 09:23:21,a1打糕曲奇,1,1.5,0.79,
2023082812301,6930639260749,6930639260749,2023-08-28 09:23:21,酷露露软糖,1,7.9,4.65,
2023082812301,6975073832312,6975073832312,2023-08-28 09:23:21,a1打糕曲奇,1,1.5,0.79,
2023082812301,6922284515626,6922284515626,2023-08-28 09:23:21,泽李牧牛肉干,1,3.2,2.01,
2023082812301,6922284515640,6922284515640,2023-08-28 09:23:21,泽李牧牛肉干,1,3.2,2.01,
2023082812301,6902890259541,6902890259541,2023-08-28 09:23:21,双汇台式烤香肠 38g,1,2.4,1.57,
2023082812301,221055462,221055462,2023-08-28 09:23:21,三角饭团系列105g,1,4.5,2.60,
2023082812301,6914973609594,6914973609594,2023-08-28 09:23:21,德芙巧克力小包装,1,2,1.67,
2023082812301,40144061,40144061,2023-08-28 09:23:21,knoppers可可榛仁威化饼干,1,4.3,2.75,
2023082812301,4600495512642,4600495512642,2023-08-28 09:23:21,康吉三明治饼干,1,2.9,1.65,
2023082812301,6901668010087,6901668010087,2023-08-28 09:23:21,趣多多曲奇,1,7.3,5.20,
2023082812301,6917878353944,6917878353944,2023-08-28 09:23:21,雀巢脆脆鲨威化,1,1.2,0.79,
2023082812301,6923450603574,6923450603574,2023-08-28 09:23:21,彩虹糖,1,5.3,4.33,
2023082812301,6917878353975,6917878353975,2023-08-28 09:23:21,雀巢脆脆鲨威化,1,1.2,0.79,
2023082812301,6937451833267,6937451833267,2023-08-28 09:23:21,不二家棒棒糖,1,0.7,0.42,
2023082812301,6923450680209,6923450680209,2023-08-28 09:23:21,大大泡泡糖,1,0.3,0.17,
2023082812301,6970770099716,6970770099716,2023-08-28 09:23:21,兰芳园冻柠茶500ml,1,7.3,4.62,
2023082812301,8993175537445,8993175537445,2023-08-28 09:23:21,纳宝帝威化,1,2.8,1.67,
2023082812301,6971061519081,6971061519081,2023-08-28 09:23:21,燃力士复合营养素气泡水480ml,1,5,3.53,
2023082812301,6974012730436,6974012730436,2023-08-28 09:23:21,亿莱旺香蕉脆片,1,2.2,1.24,
2023082812301,6924391089557,6924391089557,2023-08-28 09:23:21,徽之梦果仁系列,1,4.6,2.88,
2023082825839,6959836922465,6959836922465,2023-08-28 09:22:45,贤哥鹌鹑蛋25g,1,2.2,1.30,
2023082825839,6949700286885,6949700286885,2023-08-28 09:22:45,乡巴佬卤鸡蛋(曹记),1,1.5,0.83,
2023082825839,6902890234470,6902890234470,2023-08-28 09:22:45,双汇玉米热狗肠 120g,1,4.6,3.10,
2023082825839,6902538004052,6902538004052,2023-08-28 09:22:45,脉动维生素饮料,1,4.9,3.81,
2023082825839,220005070,220005070,2023-08-28 09:22:45,印迹原味烤肠 78g,2,4,2.40,
2023082825839,6972399923748,6972399923748,2023-08-28 09:22:45,嚼伴小黄盒酸奶180g,1,7.5,6.00,
2023082850586,6972549661254,6972549661254,2023-08-28 09:22:06,三得利栀意乌龙500ml,1,5.8,3.80,
2023082850586,6972549660929,6972549660929,2023-08-28 09:22:06,三得利橘皮乌龙500ml,1,5.8,3.80,
2023082878752,6970399922655,6970399922655,2023-08-28 09:21:37,元气森林苏打气泡水480ml,1,3.99,3.15,
2023082851403,6921168509256,6921168509256,2023-08-28 09:21:23,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082851403,6973497202490,6973497202490,2023-08-28 09:21:23,果子熟了乌龙茶饮料487ml,1,5.3,3.85,
2023082851403,6920907809848,6920907809848,2023-08-28 09:21:23,好丽友薯愿单条,1,8.3,5.30,
2023082835840,220002069,220002069,2023-08-28 09:20:57,鲜肉包 80g,2,4.74,2.60,
2023082835840,6921168598427,6921168598427,2023-08-28 09:20:57,农夫山泉东方树叶,1,7.12,4.92,
2023082861114,220005070,220005070,2023-08-28 09:20:46,印迹原味烤肠 78g,1,2,1.20,
2023082868466,220005070,220005070,2023-08-28 09:19:10,印迹原味烤肠 78g,1,2,1.20,
2023082868466,220001069,220001069,2023-08-28 09:19:10,奥尔良鸡肉包 80g,1,3,1.90,
2023082868466,220002073,220002073,2023-08-28 09:19:10,茶叶蛋,2,4,1.60,
2023082815520,220002069,220002069,2023-08-28 09:18:49,鲜肉包 80g,1,2.5,1.30,
2023082815520,221055381,221055381,2023-08-28 09:18:49,丸美龙凤纯肉肠80g,1,4,2.20,
2023082815520,220006070,220006070,2023-08-28 09:18:49,印迹脆骨烤肠 70g,1,2,1.20,
2023082884216,6921168596348,6921168596348,2023-08-28 09:18:24,农夫山泉东方树叶,1,3.9,3.39,
2023082884216,221055519,221055519,2023-08-28 09:18:24,辣食主播牙签油豆腐,1,1.8,1.09,
2023082884216,6975184370802,6975184370802,2023-08-28 09:18:24,集千味嫩煎鸡排鸡胸肉14g,2,2.4,1.40,
2023082884216,6974386750375,6974386750375,2023-08-28 09:18:24,小李传说牛排40g,1,2.8,1.20,
2023082884216,221055381,221055381,2023-08-28 09:18:24,丸美龙凤纯肉肠80g,1,4,2.20,
2023082835042,220003273,220003273,2023-08-28 09:16:57,冰美式咖啡,1,8.8,4.50,
2023082835042,220002073,220002073,2023-08-28 09:16:57,茶叶蛋,1,2,0.80,
2023082867238,6970399922365,6970399922365,2023-08-28 09:16:22,外星人电解质水500ml,1,5.8,4.33,
2023082867238,6975073833050,6975073833050,2023-08-28 09:16:22,a1香蕉面包,1,2.9,1.80,
2023082881640,6921168596348,6921168596348,2023-08-28 09:15:31,农夫山泉东方树叶,1,3.9,3.39,
2023082845215,220005070,220005070,2023-08-28 09:15:30,印迹原味烤肠 78g,1,2,1.20,
2023082845215,221055411,221055411,2023-08-28 09:15:30,鸡汁包95g,1,3.5,1.74,
2023082845215,220005073,220005073,2023-08-28 09:15:30,现磨豆浆,1,3,1.80,
2023082881375,220007073,220007073,2023-08-28 09:14:33,酸菜肉包 95g,1,2.5,1.63,
2023082896722,220005070,220005070,2023-08-28 09:14:19,印迹原味烤肠 78g,1,2,1.20,
2023082896722,221055381,221055381,2023-08-28 09:14:19,丸美龙凤纯肉肠80g,1,4,2.20,
2023082896722,220001069,220001069,2023-08-28 09:14:19,奥尔良鸡肉包 80g,1,3,1.90,
2023082896722,220002073,220002073,2023-08-28 09:14:19,茶叶蛋,1,2,0.80,
2023082896722,6923450657638,6923450657638,2023-08-28 09:14:19,益达口香糖56g,1,11.9,9.17,
2023082818279,8859015700168,8859015700168,2023-08-28 09:13:34,if泰国椰子水350ml,1,6.9,4.38,
2023082830666,6970717330957,6970717330957,2023-08-28 09:13:22,桃李豆小朵240g,1,7.5,6.00,
2023082830666,6972549660677,6972549660677,2023-08-28 09:13:22,三得利茉莉乌龙500ml,1,5.8,3.80,
2023082830666,6901236341582,6901236341582,2023-08-28 09:13:22,维达纸抽130抽,1,2.9,2.33,
2023082830666,220006070,220006070,2023-08-28 09:13:22,印迹脆骨烤肠 70g,1,2,1.20,
2023082813311,220006070,220006070,2023-08-28 09:12:42,印迹脆骨烤肠 70g,1,2,1.20,
2023082813311,6917878054780,6917878054780,2023-08-28 09:12:42,雀巢咖啡丝滑即饮装系列268ml,1,5.8,4.14,
2023082813311,6901236341582,6901236341582,2023-08-28 09:12:42,维达纸抽130抽,1,2.9,2.33,
2023082887549,221055492,221055492,2023-08-28 09:11:38,布鲁托芋泥能量卷,1,3.5,2.00,
2023082887549,221055520,221055520,2023-08-28 09:11:38,卡尔顿芋香无边吐司,1,2.5,1.38,
2023082840645,6934660554181,6934660554181,2023-08-28 09:11:13,苏菲裸感S贵族棉夜用290mm10片,1,15.9,10.09,
2023082840645,6922255451427,6922255451427,2023-08-28 09:11:13,百岁山矿泉水570ml,1,1.99,1.65,
2023082837480,220001069,220001069,2023-08-28 09:11:10,奥尔良鸡肉包 80g,1,3,1.90,
2023082890700,221055495,221055495,2023-08-28 09:10:36,非凡黄油可颂,1,9.5,4.90,
2023082850591,220005070,220005070,2023-08-28 09:10:04,印迹原味烤肠 78g,1,2,1.20,
2023082858439,6954767416274,6954767416274,2023-08-28 09:09:50,可乐888ml,1,3.5,3.17,
2023082820179,220007073,220007073,2023-08-28 09:09:40,酸菜肉包 95g,2,5,3.26,
2023082820179,6907992103952,6907992103952,2023-08-28 09:09:40,伊利纯牛奶优选牧场180ml,1,3,2.60,
2023082816397,6921168509256,6921168509256,2023-08-28 09:09:33,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082861196,6922255451427,6922255451427,2023-08-28 09:09:26,百岁山矿泉水570ml,2,3.98,3.30,
2023082861196,220005073,220005073,2023-08-28 09:09:26,现磨豆浆,1,3,1.80,
2023082852887,6925303713362,6925303713362,2023-08-28 09:08:57,统一小当家干脆面系列,1,0.42,0.38,
2023082852887,6925303713386,6925303713386,2023-08-28 09:08:57,统一小当家干脆面系列,1,0.42,0.38,
2023082852887,6925303744380,6925303744380,2023-08-28 09:08:57,统一小当家干脆面系列,1,0.42,0.38,
2023082852887,6925303713379,6925303713379,2023-08-28 09:08:57,统一小当家干脆面系列,1,0.42,0.38,
2023082852887,6954774500157,6954774500157,2023-08-28 09:08:57,万顺隆果干,1,0.66,0.40,
2023082852887,6924187820067,6924187820067,2023-08-28 09:08:57,洽洽香瓜子160g,1,6.55,5.16,
2023082852887,6910442944289,6910442944289,2023-08-28 09:08:57,夏进甜牛奶500ml,1,8.07,5.50,
2023082852887,6949700286885,6949700286885,2023-08-28 09:08:57,乡巴佬卤鸡蛋(曹记),2,2.84,1.66,
2023082852887,6923644262990,6923644262990,2023-08-28 09:08:57,蒙牛核桃奶 190ml/袋,1,1.9,1.38,
2023082852887,6902890229421,6902890229421,2023-08-28 09:08:57,双汇王中王100g,1,3.42,2.35,
2023082872416,221055380,221055380,2023-08-28 09:08:44,丸美龙凤纯肉肠80g,1,4,2.20,
2023082872416,6972053921899,6972053921899,2023-08-28 09:08:44,谷状元早餐速食粥 365g,1,3,1.50,
2023082813285,6917878030623,6917878030623,2023-08-28 09:07:51,雀巢咖啡丝滑即饮装系列268ml,2,11.6,8.28,
2023082843583,6924187820067,6924187820067,2023-08-28 09:07:07,洽洽香瓜子160g,1,6.9,5.16,
2023082843583,6927462202091,6927462202091,2023-08-28 09:07:07,金锣王特级火腿肠80g,1,2.5,1.60,
2023082833527,6921168509256,6921168509256,2023-08-28 09:06:21,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082842221,220005073,220005073,2023-08-28 09:06:15,现磨豆浆,2,6,3.60,
2023082855612,6927462219105,6927462219105,2023-08-28 09:05:52,金锣清真牛肉风味香肠110g,2,5,3.34,
2023082869667,220005073,220005073,2023-08-28 09:05:35,现磨豆浆,1,3,1.80,
2023082869667,220002073,220002073,2023-08-28 09:05:35,茶叶蛋,1,2,0.80,
2023082826969,6921168509256,6921168509256,2023-08-28 09:05:08,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082814176,220007073,220007073,2023-08-28 09:04:54,酸菜肉包 95g,1,2.5,1.63,
2023082814176,220005073,220005073,2023-08-28 09:04:54,现磨豆浆,1,3,1.80,
2023082862724,220005073,220005073,2023-08-28 09:04:49,现磨豆浆,1,3,1.80,
2023082862724,220002073,220002073,2023-08-28 09:04:49,茶叶蛋,1,2,0.80,
2023082852194,220002073,220002073,2023-08-28 09:04:24,茶叶蛋,1,2,0.80,
2023082800812,6975251473764,6975251473764,2023-08-28 09:04:21,南京同仁堂益生元西梅汁500ml,1,15.9,7.40,
2023082800812,220005073,220005073,2023-08-28 09:04:21,现磨豆浆,1,3,1.80,
2023082800812,221055377,221055377,2023-08-28 09:04:21,日式烧汁鸡肉串70g,1,5,3.30,
2023082800812,220048073,220048073,2023-08-28 09:04:21,名古屋唐扬串 100g,1,6,4.40,
2023082894155,6921168520015,6921168520015,2023-08-28 09:02:51,农夫山泉饮用天然水1.5L,1,2.5,1.78,
2023082888310,220001069,220001069,2023-08-28 09:02:40,奥尔良鸡肉包 80g,1,3,1.90,
2023082888310,220006070,220006070,2023-08-28 09:02:40,印迹脆骨烤肠 70g,1,2,1.20,
2023082864440,6920202888883,6920202888883,2023-08-28 09:02:19,红牛维生素功能饮料,1,4.9,4.60,
2023082864440,6907992500942,6907992500942,2023-08-28 09:02:19,伊利纯牛奶无菌枕240ml,1,2.5,2.00,
2023082891918,6970756562937,6970756562937,2023-08-28 09:01:40,心业水桶乳茶500g,1,9.9,7.00,
2023082891918,8850267112235,8850267112235,2023-08-28 09:01:40,力大狮豆奶500ml,1,7.5,4.67,
2023082891918,6907992513935,6907992513935,2023-08-28 09:01:40,伊利臻浓牛奶袋装230ml,1,3,2.25,
2023082825671,6921168509256,6921168509256,2023-08-28 09:01:36,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082803735,220006070,220006070,2023-08-28 09:01:09,印迹脆骨烤肠 70g,2,4,2.40,
2023082803735,220005073,220005073,2023-08-28 09:01:09,现磨豆浆,1,3,1.80,
2023082803735,220002073,220002073,2023-08-28 09:01:09,茶叶蛋,1,2,0.80,
2023082803735,6921168558049,6921168558049,2023-08-28 09:01:09,农夫山泉东方树叶,1,3.9,3.39,
2023082815762,220007072,220007072,2023-08-28 09:00:54,油扬串 25g,1,2,1.25,
2023082815762,220008072,220008072,2023-08-28 09:00:54,海带串 40g,1,2,1.10,
2023082815762,220026273,220026273,2023-08-28 09:00:54,脆骨豆腐 35g,1,2.8,1.40,
2023082815762,220008071,220008071,2023-08-28 09:00:54,北极翅 30g,1,2.8,1.40,
2023082815762,6917878353975,6917878353975,2023-08-28 09:00:54,雀巢脆脆鲨威化,1,1.2,0.79,
2023082815762,6907992400754,6907992400754,2023-08-28 09:00:54,伊利牛奶片,1,1.9,1.17,
2023082815762,6931552203653,6931552203653,2023-08-28 09:00:54,比多乐多味花生系列,1,2.9,1.70,
2023082815762,6973657873522,6973657873522,2023-08-28 09:00:54,雪丽芙牛轧软心卷,1,1.2,0.70,
2023082815762,220005070,220005070,2023-08-28 09:00:54,印迹原味烤肠 78g,1,2,1.20,
2023082840984,6907992100272,6907992100272,2023-08-28 09:00:36,伊利纯牛奶盒装250ml,1,3.5,3.00,
2023082844042,6924743931350,6924743931350,2023-08-28 09:00:23,乐事卤味薯片70g,1,7.5,5.51,
2023082844042,220025273,220025273,2023-08-28 09:00:23,鱼豆腐 38g,1,2.8,1.50,
2023082844042,220029273,220029273,2023-08-28 09:00:23,海苔鸡肉串 40g,1,2.8,1.65,
2023082844042,220008072,220008072,2023-08-28 09:00:23,海带串 40g,1,2,1.10,
2023082844042,6917878353944,6917878353944,2023-08-28 09:00:23,雀巢脆脆鲨威化,2,2.4,1.58,
2023082844042,6917878353975,6917878353975,2023-08-28 09:00:23,雀巢脆脆鲨威化,2,2.4,1.58,
2023082833825,220002073,220002073,2023-08-28 09:00:08,茶叶蛋,1,2,0.80,
2023082897624,6972333776034,6972333776034,2023-08-28 08:59:28,桃李椰蓉面包,1,4.5,3.60,
2023082897624,6970717330124,6970717330124,2023-08-28 08:59:28,桃李鸡蛋香松面包,1,4.5,3.60,
2023082897624,6970399922365,6970399922365,2023-08-28 08:59:28,外星人电解质水500ml,1,5.8,4.33,
2023082847273,221055495,221055495,2023-08-28 08:57:42,非凡黄油可颂,1,9.5,4.90,
2023082839024,220005070,220005070,2023-08-28 08:57:14,印迹原味烤肠 78g,1,2,1.20,
2023082839024,220002073,220002073,2023-08-28 08:57:14,茶叶蛋,1,2,0.80,
2023082834677,6921168509256,6921168509256,2023-08-28 08:56:47,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082848089,220013073,220013073,2023-08-28 08:56:38,圆葱牛肉馅饼 /个,1,4.8,2.50,
2023082848089,4607001473848,4607001473848,2023-08-28 08:56:38,斯拉贡牌光头饼450g,1,16.9,11.16,
2023082848089,221055380,221055380,2023-08-28 08:56:38,丸美龙凤纯肉肠80g,1,4,2.20,
2023082868416,221055315,221055315,2023-08-28 08:56:33,糯米烧麦,2,4,2.80,
2023082834416,6921168593545,6921168593545,2023-08-28 08:56:28,农夫山泉矿泉水 5L,1,7.9,6.70,
2023082830243,6954767432076,6954767432076,2023-08-28 08:56:21,雪碧500ml,1,2.2,2.00,
2023082842203,6901236341582,6901236341582,2023-08-28 08:56:01,维达纸抽130抽,1,2.9,2.33,
2023082842203,6971232630331,6971232630331,2023-08-28 08:56:01,惠佰利75%酒精湿巾（独立包装）,1,4.6,2.80,
2023082842203,220009070,220009070,2023-08-28 08:56:01,黏玉米,1,3.5,2.00,
2023082842203,6901285991271,6901285991271,2023-08-28 08:56:01,怡宝1.555L,1,2.5,2.17,
2023082886712,6935284471076,6935284471076,2023-08-28 08:55:45,卫龙魔芋爽24g,1,1.5,0.88,
2023082886712,6935284470031,6935284470031,2023-08-28 08:55:45,卫龙魔芋爽24g,1,1.5,0.88,
2023082886712,6921643820982,6921643820982,2023-08-28 08:55:45,赛1手工辣条系列,1,0.9,0.54,
2023082886712,6907992103129,6907992103129,2023-08-28 08:55:45,伊利大果粒发酵乳,1,8.9,7.50,
2023082835572,220009070,220009070,2023-08-28 08:55:22,黏玉米,1,3.5,2.00,
2023082827088,220005073,220005073,2023-08-28 08:55:10,现磨豆浆,1,3,1.80,
2023082827088,221055464,221055464,2023-08-28 08:55:10,三角饭团系列105g,1,3.8,2.65,
2023082861960,6940211889602,6940211889602,2023-08-28 08:54:55,养乐多活性乳酸菌乳饮品100ml*5系列,1,12.8,11.20,
2023082883501,6923644210779,6923644210779,2023-08-28 08:54:26,蒙牛纯牛奶 240ml/袋,2,5.4,4.26,
2023082857738,6922222702163,6922222702163,2023-08-28 08:54:08,桃李酵母系列,1,4,3.30,
2023082824794,220036073,220036073,2023-08-28 08:53:58,小安冰杯 /杯,1,2,0.50,
2023082833026,6922577738152,6922577738152,2023-08-28 08:53:57,君乐宝悦鲜活牛奶系列,1,8.45,6.00,
2023082832718,220002069,220002069,2023-08-28 08:53:26,鲜肉包 80g,1,2.5,1.30,
2023082832718,220002073,220002073,2023-08-28 08:53:26,茶叶蛋,1,2,0.80,
2023082832718,6973497201752,6973497201752,2023-08-28 08:53:26,果子熟了多多茶系列,1,5.4,3.80,
2023082826959,220005073,220005073,2023-08-28 08:53:14,现磨豆浆,1,3,1.80,
2023082834997,6926417707001,6926417707001,2023-08-28 08:52:32,桃李岩烧蛋糕,1,5,4.00,
2023082834997,6922577726258,6922577726258,2023-08-28 08:52:32,君乐宝简醇袋150g,1,2.5,2.00,
2023082851810,220001069,220001069,2023-08-28 08:52:04,奥尔良鸡肉包 80g,1,3,1.90,
2023082851810,220006070,220006070,2023-08-28 08:52:04,印迹脆骨烤肠 70g,1,2,1.20,
2023082890846,220007073,220007073,2023-08-28 08:51:52,酸菜肉包 95g,1,2.5,1.63,
2023082890846,220006073,220006073,2023-08-28 08:51:52,香菇菜包 95g,1,2.5,1.63,
2023082890846,220005070,220005070,2023-08-28 08:51:52,印迹原味烤肠 78g,1,2,1.20,
2023082890846,220002073,220002073,2023-08-28 08:51:52,茶叶蛋,1,2,0.80,
2023082809132,220009070,220009070,2023-08-28 08:51:38,黏玉米,1,3.5,2.00,
2023082885782,6901236341582,6901236341582,2023-08-28 08:51:09,维达纸抽130抽,1,2.9,2.33,
2023082885782,220002073,220002073,2023-08-28 08:51:09,茶叶蛋,1,2,0.80,
2023082885782,220005073,220005073,2023-08-28 08:51:09,现磨豆浆,1,3,1.80,
2023082880692,6901285991219,6901285991219,2023-08-28 08:50:50,怡宝纯净水 555ml,1,1.5,1.00,
2023082836283,6971881511388,6971881511388,2023-08-28 08:50:42,百年树红香妃无核葡萄干,1,3.99,2.03,
2023082836283,6924391089557,6924391089557,2023-08-28 08:50:42,徽之梦果仁系列,1,4.6,2.88,
2023082836283,8809420331600,8809420331600,2023-08-28 08:50:42,可拉奥系列,1,3.5,2.06,
2023082874397,220002073,220002073,2023-08-28 08:50:33,茶叶蛋,1,2,0.80,
2023082875584,220002073,220002073,2023-08-28 08:50:28,茶叶蛋,1,2,0.80,
2023082875584,6917878030623,6917878030623,2023-08-28 08:50:28,雀巢咖啡丝滑即饮装系列268ml,1,5.8,4.14,
2023082878413,220001069,220001069,2023-08-28 08:49:21,奥尔良鸡肉包 80g,1,3,1.90,
2023082878413,6902538008425,6902538008425,2023-08-28 08:49:21,脉动维生素饮料,1,4.9,3.81,
2023082809731,6921168509256,6921168509256,2023-08-28 08:48:24,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082838323,6922255451427,6922255451427,2023-08-28 08:46:50,百岁山矿泉水570ml,1,1.99,1.65,
2023082838323,6923450605318,6923450605318,2023-08-28 08:46:50,绿箭无糖薄荷糖23.8g,1,9.5,6.53,
2023082866773,6907992500942,6907992500942,2023-08-28 08:46:43,伊利纯牛奶无菌枕240ml,1,2.5,2.00,
2023082854698,220002073,220002073,2023-08-28 08:46:22,茶叶蛋,1,2,0.80,
2023082854698,220005070,220005070,2023-08-28 08:46:22,印迹原味烤肠 78g,1,2,1.20,
2023082876569,220005070,220005070,2023-08-28 08:46:16,印迹原味烤肠 78g,1,2,1.20,
2023082876569,6971258741882,6971258741882,2023-08-28 08:46:16,卫龙78°卤蛋,1,3.2,1.95,
2023082876569,6975382530497,6975382530497,2023-08-28 08:46:16,海河牛角包牛奶系列,1,4.2,3.00,
2023082876569,221055460,221055460,2023-08-28 08:46:16,大口饭团系列160g,1,7.5,3.90,
2023082896734,220007073,220007073,2023-08-28 08:45:46,酸菜肉包 95g,2,5,3.26,
2023082896734,220005073,220005073,2023-08-28 08:45:46,现磨豆浆,1,3,1.80,
2023082828928,6921168558032,6921168558032,2023-08-28 08:45:30,农夫山泉东方树叶,1,3.9,3.39,
2023082828928,6921168558049,6921168558049,2023-08-28 08:45:30,农夫山泉东方树叶,2,7.8,6.78,
2023082804563,220002073,220002073,2023-08-28 08:44:37,茶叶蛋,1,2,0.80,
2023082804563,220002069,220002069,2023-08-28 08:44:37,鲜肉包 80g,1,2.5,1.30,
2023082804563,221055410,221055410,2023-08-28 08:44:37,猪肉大葱馅包子85g,1,3,1.32,
2023082856985,6922577726258,6922577726258,2023-08-28 08:43:56,君乐宝简醇袋150g,1,2.5,2.00,
2023082856985,221055465,221055465,2023-08-28 08:43:56,三角饭团系列105g,1,3.8,2.50,
2023082879777,220002073,220002073,2023-08-28 08:43:06,茶叶蛋,1,2,0.80,
2023082879777,6922577726258,6922577726258,2023-08-28 08:43:06,君乐宝简醇袋150g,1,2.5,2.00,
2023082829330,6970717330124,6970717330124,2023-08-28 08:42:35,桃李鸡蛋香松面包,1,4.5,3.60,
2023082861247,6971086994917,6971086994917,2023-08-28 08:41:30,好帮佳啵皮软糖25g,1,1.2,0.58,
2023082861247,9556378303690,9556378303690,2023-08-28 08:41:30,BIKA小熊饼干,1,7.5,4.59,
2023082861247,6972333771152,6972333771152,2023-08-28 08:41:30,桃李巧乐角面包,1,4.5,3.60,
2023082861247,6926475201008,6926475201008,2023-08-28 08:41:30,喜之郎果肉果冻200g,1,4.4,3.00,
2023082861247,6956590302380,6956590302380,2023-08-28 08:41:30,海天山庄香蕉片17g,1,1.2,0.61,
2023082861247,6931552200843,6931552200843,2023-08-28 08:41:30,比多乐多味花生系列,1,2.9,1.70,
2023082861247,4891028164456,4891028164456,2023-08-28 08:41:30,vita维他气泡柠檬茶 250ml,1,3.6,2.29,
2023082875721,6970717330056,6970717330056,2023-08-28 08:41:04,桃李枣沙蛋糕100g,1,3,2.40,
2023082875721,6907992500942,6907992500942,2023-08-28 08:41:04,伊利纯牛奶无菌枕240ml,1,2.5,2.00,
2023082896941,6972333775563,6972333775563,2023-08-28 08:40:24,桃李果仁枣沙蛋糕350g,1,10,8.50,
2023082896941,6972549660677,6972549660677,2023-08-28 08:40:24,三得利茉莉乌龙500ml,1,5.8,3.80,
2023082831475,6922577705307,6922577705307,2023-08-28 08:40:06,君乐宝君畅330ml,1,5.9,4.00,
2023082801961,221055410,221055410,2023-08-28 08:39:35,猪肉大葱馅包子85g,1,3,1.32,
2023082897676,221055373,221055373,2023-08-28 08:39:18,热狗,1,5.92,4.00,
2023082817849,6921168550104,6921168550104,2023-08-28 08:39:04,维他水500ml,1,4.8,3.12,
2023082842960,220005073,220005073,2023-08-28 08:38:41,现磨豆浆,1,3,1.80,
2023082897890,220006070,220006070,2023-08-28 08:38:31,印迹脆骨烤肠 70g,1,2,1.20,
2023082897890,220002073,220002073,2023-08-28 08:38:31,茶叶蛋,1,2,0.80,
2023082845102,8801066055438,8801066055438,2023-08-28 08:38:11,思潮大林模拟蟹肉,2,34.34,22.00,
2023082845102,220036073,220036073,2023-08-28 08:38:11,小安冰杯 /杯,1,2,0.50,
2023082867050,220006070,220006070,2023-08-28 08:37:14,印迹脆骨烤肠 70g,1,2,1.20,
2023082867050,220002073,220002073,2023-08-28 08:37:14,茶叶蛋,1,2,0.80,
2023082867050,220009070,220009070,2023-08-28 08:37:14,黏玉米,1,3.5,2.00,
2023082843064,220036073,220036073,2023-08-28 08:36:11,小安冰杯 /杯,1,2,0.50,
